Highest Offense Description,Highest Offense Code,Zip Code,frequency
ENGAGING IN ORGANIZED CRIME,3000,78617,1
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78757,1
VIOL CITY ORDINANCE - OTHER,3299,78619,1
TAKE WEAPON FRM POLICE OFFICER,409,78721,1
ASSAULT - SCHOOL PERSONNEL,906,78752,1
DUI - AGE 17 TO 20,2107,78739,1
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78702,1
DISRUPTION OF CLASSES,3305,78701,1
IDENTITY THEFT,4022,78665,1
TAMPERING WITH CONSUMER PROD,907,78748,1
AGG PROMOTION OF PROSTITUTION,1602,78705,1
POSS CRIMINAL INSTRUMENT,2720,78727,1
CRED CARD ABUSE - OTHER,1106,78738,1
POSS SYNTHETIC MARIJUANA,1825,78653,1
AGG KIDNAPPING,2801,78610,1
THEFT OF HEAVY EQUIPMENT,612,78610,1
SMUGGLING ILLEGAL ALIEN,4204,78721,1
VIOL OF PARK CURFEW,3217,0,1
ABUSE OF 911,2735,78703,1
FORGERY - OTHER,1099,78712,1
MAIL THEFT,8503,78737,1
TRAFFICKING OF PERSONS,4199,78750,1
DWI 2ND,2102,78681,1
AGG KIDNAPPING FAM VIO,2801,78735,1
TAMPERING WITH ID NUMBER,2719,78748,1
ASSAULT BY THREAT FAM/DATING,901,0,1
AGG ASSAULT ON PEACE OFFICER,403,78660,1
DEL CONTROLLED SUB/OTHER,1806,78703,1
ATTACK ON ASSISTANCE ANIMAL,3395,78701,1
AGG ROBBERY BY ASSAULT,302,78722,1
ATTACK BY DOG,3435,78749,1
VIOL OF OBSTRUCTION ORDINANCE,3222,78703,1
CIVIL DISTURBANCE/DEMO,3402,78653,1
THEFT BY EXTORTION,2718,78752,1
EXPIRED-EVADING ARREST,2708,78727,1
POSS/PROMO CHILD PORNOGRAPHY,2605,78719,1
DISTRIB HARMFUL MATERIAL MINOR,2602,78660,1
CRIM NEG HOMICIDE/NON TRAFFIC,103,78745,1
CRIMINAL MISCHIEF BY ARSON,802,78660,1
CRUELTY TO ANIMALS,2717,78652,1
DISTURBANCE - OTHER,3401,78621,1
EXPIRED-ATT ROBBERY BY ASSAULT,304,78727,1
AGG ASSAULT ON PEACE OFFICER,403,78704,1
CRUELTY TO ANIMALS,2717,78640,1
TRADEMARK COUNTERFEITING,1111,78617,1
CRIMINAL SOLICITATION OF MINOR,3003,78729,1
CRASH/INTOX MANSLAUGHTER,108,78703,1
DISTRIB HARMFUL MATERIAL MINOR,2602,78727,1
DRINKING AFTER CURFEW,2201,78717,1
INTERFERENCE PUBLIC DUTIES,3397,78750,1
MAIL THEFT,8503,78712,1
FAMILY DISTURBANCE,3400,78738,1
EXPIRED-EVADING ARREST,2708,78749,1
POSS OF FIREARM BY FELON,1502,78613,1
EXPIRED-SOLICITATION OF CHILD,1711,78758,1
DRIVING WHILE INTOX / FELONY,2109,78612,1
DUI - AGE 17 TO 20,2107,78736,1
INJ/CHILD FV (NO CARE/CUSTODY),2011,78701,1
ATT BURGLARY NON RESIDENCE,503,78739,1
DOC DISPLAY GUN/DEADLY PUB PLC,2409,78737,1
CRASH/INTOX MANSLAUGHTER,108,78751,1
GAMBLING,1900,78728,1
OBSCENE DISPLAY - DISTRIBUTION,2600,78753,1
BURGLARY OF RESIDENCE,500,78681,1
EXPIRED-SOLICITATION OF CHILD,1711,78744,1
CRASH/CRIM NEG HOMICIDE,104,78723,1
EXP-VIOL CITY ORDINANCE - TAXI,3209,78705,1
COMPELLING PROSTITUTION,1603,78746,1
PROWLER,3414,78725,1
BOATING WHILE INTOXICATED,2110,78702,1
ASSAULT ON PEACE OFFICER,903,78730,1
COMMUNICATING GAMBLING INFO,1903,78753,1
ASSAULT - SCHOOL PERSONNEL,906,78724,1
DUI - AGE 16 AND UNDER,2106,78722,1
THEFT,600,78665,1
POSS OF FIREARM BY FELON,1502,78610,1
GAMBLING,1900,78717,1
MONEY LAUNDERING,1301,78660,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78703,1
FORCED SODOMY,1716,78733,1
SEXTING DEPICTING A MINOR,2611,78759,1
BURG OF RES - SEXUAL NATURE,500,78726,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78722,1
INCEST-PROHIBITED SEX CONDUCT,1715,78704,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78756,1
CONT SEX ABUSE OF CHILD,2014,78757,1
FAILURE TO REG AS SEX OFFENDER,1799,78653,1
RAPE,200,78610,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78739,1
EXPIRED-ATT RAPE OF A CHILD,205,78758,1
IMPROPER CONTACT-SEX ASLT VICT,910,78717,1
EXPIRED-ATT RAPE,201,78704,1
RAPE OF A CHILD,204,78610,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78640,1
INDECENCY WITH A CHILD/CONTACT,1709,78652,1
CONT SEX ABUSE OF CHILD,2014,78705,1
ASSAULT  CONTACT-SEXUAL NATURE,902,78730,1
AGG RAPE OF A CHILD,206,78742,1
SERIOUS INJURY TO A CHILD,405,78737,1
VIOL PO / SEXUAL ASLT VICTIM,3010,78758,1
SLEEPING IN PUBLIC PLACE,3203,78705,1
IMPROPER CONTACT-SEX ASLT VICT,910,78704,1
INVASIVE VISUAL RECORDING,2609,78617,1
AGG KIDNAPPING,2801,78613,1
KIDNAPPING,2800,78728,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78613,1
AGG FORCED SODOMY,1718,78721,1
RAPE,200,78734,1
SERIOUS INJURY TO A CHILD,405,78660,1
ONLINE SOLICITATION OF A MINOR,2612,78737,1
BURG OF RES - SEXUAL NATURE,500,78746,1
AGG RAPE,202,78735,1
ENTICING A CHILD,2002,78705,1
DEPENDENT AND NEGLECTED CHILD,2006,78703,1
INDECENCY WITH A CHILD/CONTACT,1709,78712,1
STATUTORY RAPE OF CHILD,208,78641,1
EXPIREDATT AGG SEX ASSLT CHILD,1713,78704,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78669,1
AGG RAPE OF A CHILD,206,78746,1
DEPENDENT AND NEGLECTED CHILD,2006,78746,1
SEXUAL PERFORMANCE BY CHILD,2603,78745,1
ASSAULT W/INJURY-FAM/DATE VIOL,900,78621,1
FAILURE TO REG AS SEX OFFENDER,1799,78742,1
DEPENDENT AND NEGLECTED CHILD,2006,78742,1
CONT SEX ABUSE OF CHILD,2014,78751,1
DEPENDENT AND NEGLECTED CHILD,2006,78722,1
AGG FORCED SODOMY OF CHILD,1722,78746,1
RAPE,200,78712,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78681,1
FAILURE TO REG AS SEX OFFENDER,1799,78712,1
AGG RAPE OF A CHILD,206,78733,1
AGG RAPE,202,78652,1
ENTICING A CHILD,2002,78717,1
AGG FORCED SODOMY OF CHILD,1722,78664,1
FAILURE TO REG AS SEX OFFENDER,1799,78641,1
AGG SEXUAL ASSAULT W OBJECT,1701,78729,1
STATUTORY RAPE OF CHILD,208,78746,1
BURG OF RES - SEXUAL NATURE,500,78701,1
EXPIRED-ATT AGG SEXUAL ASSAULT,1703,78705,1
INDECENCY WITH A CHILD/CONTACT,1709,0,1
EXPIRED-ATT AGG SEXUAL ASSAULT,1703,78741,1
AGG FORCED SODOMY OF CHILD,1722,78645,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78719,1
INDECENCY WITH A CHILD/CONTACT,1709,78641,1
EXPIRED-ATTAGGFORCESODOMYCHILD,1723,78617,1
ENTICING A CHILD,2002,78701,1
IMPROPER CONTACT-SEX ASLT VICT,910,78724,1
AGG RAPE,202,78717,1
INDECENCY WITH A CHILD/CONTACT,1709,78645,1
AGG FORCED SODOMY OF CHILD,1722,78735,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78746,1
FORCED SODOMY,1716,78746,1
EXPIRED-ATT FORCED SODOMY,1717,78705,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78746,1
AGG FORCED SODOMY OF CHILD,1722,78739,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78702,1
KIDNAPPING,2800,78613,1
CRIMINAL SOLICITATION,3002,78725,1
SEXTING DEPICTING A MINOR,2611,78752,1
PUBLIC LEWDNESS,1705,78613,1
SEXTING DEPICTING A MINOR,2611,78660,1
FORCED SODOMY OF CHILD,1720,78750,1
BURG OF RES - SEXUAL NATURE,500,78748,1
ENTICING A CHILD,2002,78613,1
PUBLIC LEWDNESS,1705,78730,1
CONT SEX ABUSE OF CHILD,2014,78660,1
SEXTING DEPICTING A MINOR,2611,78757,1
RAPE OF A CHILD,204,78728,1
SEXTING DEPICTING A MINOR,2611,78729,1
INDECENCY WITH A CHILD/CONTACT,1709,78653,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78732,1
FORCED SODOMY OF CHILD,1720,78735,1
DEPENDENT AND NEGLECTED CHILD,2006,78754,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78730,1
SERIOUS INJURY TO A CHILD,405,78749,1
EXPIRED-ATT RAPE OF A CHILD,205,78750,1
STATUTORY RAPE OF CHILD,208,78733,1
SEXUAL PERFORMANCE BY CHILD,2603,78736,1
AGG FORCED SODOMY,1718,78737,1
SEXUAL PERFORMANCE BY CHILD,2603,78752,1
AGG FORCED SODOMY OF CHILD,1722,78750,1
AGG RAPE,202,78617,1
AGG RAPE OF A CHILD,206,78613,1
VIOL PO / SEXUAL ASLT VICTIM,3010,78745,1
AGG RAPE,202,78730,1
STATUTORY RAPE OF CHILD,208,78728,1
BURG OF RES - SEXUAL NATURE,500,78759,1
AGG FORCED SODOMY OF CHILD,1722,78703,1
SEXUAL PERFORMANCE BY CHILD,2603,78731,1
FAILURE TO REG AS SEX OFFENDER,1799,78613,1
FORCED SODOMY OF CHILD,1720,78726,1
AGG RAPE OF A CHILD,206,78722,1
RAPE OF A CHILD,204,78730,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78726,1
AGG RAPE OF A CHILD,206,78732,1
BURG OF RES - SEXUAL NATURE,500,78747,1
SEXUAL PERFORMANCE BY CHILD,2603,78724,1
AGG FORCED SODOMY OF CHILD,1722,78736,1
BURG OF RES - SEXUAL NATURE,500,78731,1
BURG OF RES - SEXUAL NATURE,500,78613,1
AGG FORCED SODOMY OF CHILD,1722,78613,1
AGG RAPE OF A CHILD,206,78756,1
AGG FORCED SODOMY OF CHILD,1722,78742,1
FAILURE TO REG AS SEX OFFENDER,1799,78726,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78754,1
CAPITAL MURDER,101,78722,1
EXPIRED-ATT AGG SEXUAL ASSAULT,1703,78723,1
ENTICING A CHILD,2002,78703,1
INDECENCY WITH CHILD/EXPOSURE,1710,78725,1
SEXTING DEPICTING A MINOR,2611,78724,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78745,1
SEXUAL ASSAULT W/ OBJECT,1700,78733,1
CONT SEX ABUSE OF CHILD,2014,78759,1
FAILURE TO REG AS SEX OFFENDER,1799,78730,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78748,1
IMPROPER CONTACT-SEX ASLT VICT,910,78757,1
FORCED SODOMY OF CHILD,1720,78660,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78737,1
SERIOUS INJURY TO A CHILD,405,78735,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78664,1
INVASIVE VISUAL RECORDING,2609,78742,1
EXPIRED-ATT AGG KIDNAPPING,2803,78741,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78730,1
EXPIREDATT AGG SEX ASSLT CHILD,1713,78752,1
SEXTING DEPICTING A MINOR,2611,78613,1
SERIOUS INJURY TO A CHILD,405,78757,1
DEPENDENT AND NEGLECTED CHILD,2006,78732,1
FORCED SODOMY OF CHILD,1720,78702,1
CONT SEX ABUSE OF CHILD,2014,78730,1
HINDERING APPREHENSION,2709,78652,1
SEXTING DEPICTING A MINOR,2611,78731,1
AGG RAPE OF A CHILD,206,78703,1
SEXUAL ASSAULT W/ OBJECT,1700,78681,1
EXPIRED-ATT RAPE,201,78753,1
AGG SEXUAL ASSAULT W OBJECT,1701,78749,1
INCEST-PROHIBITED SEX CONDUCT,1715,78748,1
EXPIREDATT AGG SEX ASSLT CHILD,1713,78753,1
OBSCENE DISPLAY - DISTRIBUTION,2600,78725,1
AGG SEXUAL ASSAULT W OBJECT,1701,78722,1
AGG SODOMY,1719,78723,1
AGG SEXUAL ASSAULT CHILD/OBJEC,1712,78640,1
INDECENCY WITH A CHILD/CONTACT,1709,78733,1
SERIOUS INJURY TO A CHILD,405,78736,1
INCEST-PROHIBITED SEX CONDUCT,1715,78721,1
AGG FORCED SODOMY,1718,78722,1
IMPROPER CONTACT-SEX ASLT VICT,910,78702,1
HARBORING RUNAWAY CHILD,2005,78705,1
FAILURE TO REG AS SEX OFFENDER,1799,78731,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78652,1
CONT SEX ABUSE OF CHILD,2014,78731,1
AGG RAPE,202,78613,1
CONT SEX ABUSE OF CHILD,2014,78721,1
AGG RAPE OF A CHILD,206,78717,1
AGG RAPE,202,78756,1
FORCED SODOMY OF CHILD,1720,78756,1
DEPENDENT AND NEGLECTED CHILD,2006,78756,1
BURG OF RES - SEXUAL NATURE,500,78722,1
AGG SODOMY,1719,78758,1
RAPE,200,78681,1
SEXUAL PERFORMANCE BY CHILD,2603,78750,1
SERIOUS INJURY TO A CHILD,405,78701,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78741,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78721,1
AGG RAPE,202,78660,1
AGG KIDNAPPING,2801,78660,1
AGG SODOMY,1719,78752,1
ENTICING A CHILD,2002,78731,1
EXPIREDATT AGG SEX ASSLT CHILD,1713,78758,1
AGG KIDNAPPING,2801,78725,1
DEPENDENT AND NEGLECTED CHILD,2006,78701,1
EXPIRED-ATT SEXUAL ASULT CHILD,1708,78744,1
DEPENDENT AND NEGLECTED CHILD,2006,78613,1
ENTICING A CHILD,2002,78746,1
EXPIRED-ATT SEXUAL ASSAULT,1702,78660,1
VIOL CIVIL RIGHTS PRISONER,3115,78617,1
EXPIRED-ATT AGG SEXUAL ASSAULT,1703,78704,1
IMPROPER CONTACT-SEX ASLT VICT,910,78719,1
SEXUAL PERFORMANCE BY CHILD,2603,78754,1
EXPIRED-ATT AGG SEXUAL ASSAULT,1703,78758,1
RAPE,200,78732,1
FAILURE TO REG AS SEX OFFENDER,1799,78739,1
SERIOUS INJURY TO A CHILD,405,78747,1
WARRANT ARREST NON TRAFFIC,3442,78645,1
DEPENDENT AND NEGLECTED CHILD,2006,78717,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78712,1
AGG FORCED SODOMY OF CHILD,1722,78731,1
INDECENCY WITH CHILD/EXPOSURE,1710,78742,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78712,1
FAIL TO REGISTER- MINOR VIC,8172,78758,1
SERIOUS INJURY TO A CHILD,405,78750,1
RAPE,200,78653,1
CRIMINAL TRESPASS/IN VEHICLE,2727,78746,1
ASSAULT  CONTACT-SEXUAL NATURE,902,78742,1
SEXUAL PERFORMANCE BY CHILD,2603,78729,1
AGG RAPE,202,78712,1
FAILURE TO REG AS SEX OFFENDER,1799,78735,1
AGG SODOMY,1719,78744,1
SEXUAL ASSAULT W/ OBJECT,1700,78664,1
FORCED SODOMY OF CHILD,1720,78727,1
SEXUAL PERFORMANCE BY CHILD,2603,78739,1
AGG SEXUAL ASSAULT CHILD/OBJECT-SUPER,1712,78729,1
EVADING VEHICLE,2724,78652,1
SEXUAL ASSAULT OF CHILD/OBJECT,1707,78653,1
DISCLOSE/PROMO INTIMATE VISUAL,2610,78733,1
POSS SYNTHETIC MARIJUANA,1825,78747,1
FALSE REPORT TO CPS,2899,78749,1
DUI - AGE 17 TO 20,2107,78725,1
POSS OF GAMBLING PARAPHERNALIA,1905,78753,1
HARASSMENT OF A PUBLIC SERVANT,2731,78750,1
AGG ASSAULT,402,78738,1
WEAPON VIOL - OTHER,1504,78617,1
EXPLOSIVE ORDNANCE DISPOSAL,1505,78669,1
BANK KITING,1104,78705,1
ARSON WITH BODILY INJURY,407,78727,1
FAIL DISPLAY HANDGUN LICENSE,1506,78723,1
FORGERY- CERTIFICATE OF TITLE,1008,78722,1
CHILD ENDANGERMENT- ABANDONMEN,2010,78653,1
AGG ASSAULT,402,78665,1
POSS CONTROLLED SUB/NARCOTIC,1800,0,1
CRIMINAL CONSPIRACY,3001,78617,1
MAKING TOBACCO AVAIL TO MINOR,2606,78746,1
CONTRIBUTE DELINQUENCY MINOR,3310,78751,1
EXPIRED-ATT MURDER,400,78702,1
URINATING IN PUBLIC PLACE,3212,78732,1
DEL OF ALCOHOL TO MINOR,2206,78613,1
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78725,1
INJ TO ELDERLY   FAM/DATE VIOL,2012,78612,1
DISTURBANCE - OTHER,3401,78734,1
THEFT OF HEAVY EQUIPMENT,612,78759,1
DOC OFFENSIVE GESTURE,2402,78617,1
VIOL TEMP EX PARTE  ORDER,3007,78705,1
VIOL WATER SAFETY ACT,3724,78744,1
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78712,1
DUI - AGE 16 AND UNDER,2106,78728,1
TERRORISTIC THREAT-MASS CASLTY,2704,78721,1
MAKING TOBACCO AVAIL TO MINOR,2606,78725,1
THEFT BY SHOPLIFTING,607,78681,1
BURGLARY OF RESIDENCE,500,76574,1
VIOL CITY ORDINANCE - OTHER,3299,78621,1
DWI  .15 BAC OR ABOVE,2111,78732,1
VIOL WATER SAFETY ACT,3724,78641,1
DEBIT CARD ABUSE,1108,78610,1
COMPELLING PROSTITUTION,1603,78745,1
RECKLESS CONDUCT,904,78731,1
INHALANT ABUSE,1821,78724,1
DEL MARIJUANA,1807,78748,1
TERRORISTIC THREAT-FAM/DAT VIO,2704,78664,1
INJURY TO CHILD,2011,78719,1
THEFT/TILL TAPPING,618,78702,1
WEAPON VIOL - OTHER,1504,78712,1
ESCAPE FROM CUSTODY,2711,78729,1
PROTECTIVE ORDER,3829,78610,1
MURDER,100,78717,1
ROBBERY BY THREAT,305,78732,1
CAPITAL MURDER,101,78749,1
AGG ASLT W/MOTOR VEH FAM/DAT V,406,78703,1
FORGERY BY ALTERATION,1001,78725,1
EVADING / FOOT,2723,78712,1
OBSCENE DISPLAY - DISTRIBUTION,2600,78731,1
INJURY TO CHILD (CARE/CUSTODY),2011,78664,1
VIOL CITY ORDINANCE - SMOKING,3297,78759,1
AWOL,4202,78723,1
BRIBERY,3102,78703,1
THEFT FROM AUTO,603,78681,1
ARSON WITH BODILY INJURY,407,78724,1
TAMPERING WITH ID NUMBER,2719,78702,1
TELECOMMUNICATION CRIMES/OTHER,616,78756,1
DEL CONTROLLED SUB/SYN NARC,1805,78722,1
INJ TO DISABLED  FAM/DATE VIOL,2013,78735,1
AGG ASSAULT WITH MOTOR VEH,406,78712,1
THEFT OF AUTO PARTS,604,78712,1
POSS OF ALCOHOL - AGE 17 TO 20,2209,78681,1
INJ/CHILD FV (NO CARE/CUSTODY),2011,78660,1
HINDER SECURED CREDITORS,2907,78750,1
PAROLE VIOL,3113,78749,1
EXPLOITATION OF CHILD/ELDERLY,4022,78731,1
INTER EMERG PHONECALL FAM/DATE,2712,78736,1
GAMBLING PROMOTION,1901,78747,1
MANSLAUGHTER,102,78724,1
INDECENT EXPOSURE,1706,78732,1
PROSTITUTION,1600,78746,1
VIOL TEMP EX PARTE  ORDER,3007,78652,1
VIOL CITY ORDINANCE -  GAME RM,3294,78717,1
FAMILY DISTURBANCE/PARENTAL,3458,78733,1
CRASH/MANSLAUGHTER,102,78759,1
DANG DRUG VIOL - OTHER,1815,78703,1
DEADLY CONDUCT FAM/DATE VIOL,408,78728,1
FALSE ALARM OR REPORT,2700,78613,1
ASSAULT BY CONTACT,902,78738,1
FORGERY OF IDENTIFICATION,1004,78736,1
CAMPING IN PARK,3214,78742,1
COMPELLING PROSTITUTION,1603,78752,1
ATT AUTO THEFT,701,78756,1
AGG ASSAULT WITH MOTOR VEH,406,78621,1
THEFT FROM AUTO,603,78733,1
HINDER SECURED CREDITORS,2907,78705,1
INTERFERE W PO SERVICE ANIMALS,3396,78702,1
FORGERY BY ALTERATION,1001,78712,1
UNLAWFUL CARRY-LIC HOLDER,1507,78717,1
ASSAULT OF PREGNANT WM-FAM/DAT,911,78731,1
AMPLIFIED MUSIC / VEHICLE,3215,78724,1
CRIMINAL TRESPASS/TRANSIENT,2721,78725,1
DISPOSAL OF SOLID WASTE,3312,78617,1
POSS DANG DRUG,1810,78652,1
ABUSE OF CORPSE,2705,78702,1
VOCO - ALCOHOL  CONSUMPTION,3211,78730,1
FAIL TO REGISTER- MINOR VIC,8172,78613,1
FALSE REPORT TO CPS,2899,78721,1
LOITERING ON SCHOOL PROP,3302,78726,1
COMMUNICATING GAMBLING INFO,1903,78758,1
TAMPERING WITH ID NUMBER,2719,78759,1
DEADLY CONDUCT FAM/DATE VIOL,408,78613,1
EXP-VIOL CITY ORDINANCE - TAXI,3209,78751,1
EXPIRED-ATT/TAKE WEAP FROM OFF,409,78745,1
FALSE STATEMENT -OBTAIN CREDIT,1105,78719,1
DEL CONTROLLED SUB/NARCOTIC,1804,78652,1
DUI - AGE 16 AND UNDER,2106,78726,1
CRIMINAL TRESPASS/HOTEL,2722,78703,1
PURCHASING PROSTITUTION,1604,78735,1
HINDERING APPREHENSION,2709,78681,1
FAIL TO REGISTER- MINOR VIC,8172,78725,1
BURGLARY OF VEHICLE,601,78612,1
PROTECTIVE ORDER,3829,78620,1
POSS CONTROLLED SUB/NARCOTIC,1800,78734,1
POSS DANG DRUG,1810,78712,1
DISTRIB HARMFUL MATERIAL MINOR,2602,78728,1
POCKET PICKING,605,78705,1
SALE OR PURCHASE OF CHILD,2004,78754,1
AIDING SUICIDE,2706,78745,1
DESERTION,4203,78750,1
EXPIRED-ATT AGG KIDNAPPING,2803,78744,1
HINDERING APPREHENSION,2709,78664,1
UNLAWFUL CARRYING WEAPON,1500,78610,1
AWOL,4202,78724,1
EXPIRED-INJURY CHILD - ELDERLY,2000,78705,1
UNLAWFUL CARRY-LIC HOLDER,1507,78719,1
CRASH/MURDER,100,78746,1
POSS CONTROLLED SUB/OTHER,1802,78610,1
VOCO - ALCOHOL  CONSUMPTION,3211,78664,1
FALSE REPORT TO CPS,2899,78744,1
VOCO AMPLIFIED MUSIC/VEHICLE,3218,78726,1
KIDNAPPING,2800,78703,1
CRIM NEG HOMICIDE/NON TRAFFIC,103,78741,1
EXPLOSIVE ORDNANCE DISPOSAL,1505,78739,1
ASSAULT OF A PREGNANT WOMAN,911,78754,1
VIOL CITY ORDINANCE -  GAME RM,3294,78733,1
AGG KIDNAPPING FAM VIO,2801,78702,1
CRIMINAL TRESPASS/IN VEHICLE,2727,78717,1
POSSESSION OF FORGED WRITING,1002,78749,1
SEXUAL COERCION,2614,78746,1
INTERFERENCE PUBLIC DUTIES,3397,78749,1
FORGERY BY MAKING,1003,78732,1
PROBATION VIOL,3114,78703,1
INHALANT ABUSE,1821,78617,1
DOC ABUSE OR THREAT,2404,78756,1
BURG OF RES - FAM/DATING ASLT,500,78730,1
SEXTING/TRANSMIT SEXUAL PHOTOS,2613,78751,1
CRIMES AGAINST ELDERLY,4111,78759,1
BRIBERY,3102,78704,1
CRED CARD ABUSE - EXPIR-CANCEL,1103,78756,1
OBSCENITY,2601,78749,1
HARASSMENT ONLINE,2732,78728,1
ASSAULT OF A PREGNANT WOMAN,911,78703,1
DOC WINDOW PEEPING - HOTEL,2417,78750,1
INJ TO DISABLED  FAM/DATE VIOL,2013,78705,1
CRASH/FAIL STOP AND RENDER AID,3604,78610,1
VIOL CITY ORDINANCE - SOUND,3207,78613,1
PIGEON DROP,1198,78703,1
HARASSMENT OF A PUBLIC SERVANT,2731,78726,1
PUBLIC LEWDNESS,1705,78747,1
CRIMINAL SOLICITATION,3002,78702,1
ROBBERY BY ASSAULT,303,78733,1
ARSON WITH BODILY INJURY,407,78748,1
UNLAWFUL INTERCEPTION,3398,78730,1
DANG DRUG VIOL - OTHER,1815,78749,1
INTERFERENCE PUBLIC DUTIES,3397,78719,1
CHILD ENDANGERMENT- ABANDONMEN,2010,78652,1
LIQUOR LAW VIOLATION/OTHER,2208,78660,1
WEAPON VIOL - OTHER,1504,78610,1
LIQUOR LAW VIOLATION/OTHER,2208,78653,1
INTERFERING W/EMERG PHONE CALL,2712,78735,1
ENGAGING IN ORGANIZED CRIME,3000,78613,1
DUMPING REFUSE NEAR HIGHWAY,3306,78613,1
ABUSE OF 911,2735,78730,1
CRIMINAL CONSPIRACY,3001,78754,1
DUI - AGE 16 AND UNDER,2106,78756,1
MANSLAUGHTER,102,78703,1
DEL SYNTHETIC MARIJUANA,1826,78751,1
ATT AUTO THEFT,701,78613,1
PROSTITUTION,1600,78730,1
RESISTING ARREST OR SEARCH,905,78730,1
CRIMINAL NONSUPPORT,2003,78745,1
DEL CONTROLLED SUB/OTHER,1806,78747,1
ASSAULT - SCHOOL PERSONNEL,906,78759,1
ILLEGAL LABELLING OF RECORDING,1011,78731,1
CONTROLLED SUB VIOL - OTHER,1814,78613,1
POSS OF ALCOHOL-AGE 16 & UNDER,2200,78733,1
TOBACCO VIOL - AGE 17,2608,78726,1
DEL MARIJUANA,1807,78660,1
DEADLY CONDUCT FAM/DATE VIOL,408,78660,1
THEFT- APPROPRIATE STOLEN PROP,1300,78681,1
EXPIRED-ATT MURDER,400,78741,1
UCW LICENSE PREMISE,1501,78705,1
EXPIRED-ATT CAPITAL MURDER,401,78701,1
INJ TO ELDERLY   FAM/DATE VIOL,2012,78737,1
DISRUPTIVE ACTS AT SCHOOLS,3303,78741,1
CRED CARD ABUSE - OTHER,1106,78734,1
PROMOTION OF PROSTITUTION,1601,78724,1
SALE OF LIQ WITHOUT PERMIT,2202,78757,1
POCKET PICKING,605,78749,1
EXPIRED-INJURY CHILD - ELDERLY,2000,78727,1
PERJURY,2900,78729,1
ATT ARSON,801,78731,1
THEFT OF AUTO PARTS,604,78733,1
CRIMINAL TRESPASS/HOTEL,2722,78724,1
THEFT OF TELECOMMUNICATION SRV,615,78617,1
DWI,2100,78645,1
HARASSMENT,2703,78620,1
THEFT OF TRAILER,613,78610,1
INJ TO ELDERLY   FAM/DATE VIOL,2012,78652,1
MISAPPLY FIDUCIARY PROP,1201,78750,1
CRASH/MANSLAUGHTER,102,78745,1
AGG KIDNAPPING FAM VIO,2801,78719,1
VOCO - ALCOHOL  CONSUMPTION,3211,78613,1
DOC ABUSIVE LANGUAGE,2401,78728,1
MAIL THEFT,8503,78728,1
INJURY TO ELDERLY PERSON,2012,78613,1
BRIBERY,3102,78705,1
THEFT/TILL TAPPING,618,78724,1
FORGERY - OTHER,1099,78653,1
ASSAULT OF PREGNANT WM-FAM/DAT,911,78736,1
DEL MARIJUANA,1807,78742,1
VIOL OF CAMPING ORDINANCE,3223,78729,1
KIDNAPPING,2800,78652,1
POCKET PICKING,605,78729,1
ASSAULT ON PEACE OFFICER,903,78722,1
CRIMINAL NONSUPPORT,2003,78723,1
TOBACCO VIOL - UNDER AGE 17,2607,78747,1
EXPLOITATION OF CHILD/ELDERLY,4022,78756,1
EXPIRED-EVADING ARREST,2708,78724,1
TAMPERING WITH WITNESS,3103,78744,1
TRUANCY,3300,78705,1
OBTAIN DANG DRUG BY FRAUD,1812,78727,1
POSS OF FIREARM BY FELON,1502,78734,1
SEXUAL COERCION,2614,78753,1
PROWLER,3414,78730,1
EVADING / VEHICLE PURSUIT,2728,78739,1
RECKLESS CONDUCT,904,78729,1
AGG ASSAULT ON PEACE OFFICER,403,78725,1
